title,genres,imdbId,tmdbId
Beneath the Planet of the Apes (1970),Action|Sci-Fi,65462,1685
Battle for the Planet of the Apes (1973),Action|Sci-Fi,69768,1705
Conquest of the Planet of the Apes (1972),Action|Sci-Fi,68408,1688
Escape from the Planet of the Apes (1971),Action|Sci-Fi,67065,1687
Avalanche (1978),Action,77189,166680
Earthquake (1974),Action|Drama|Thriller,71455,11123
Beyond the Poseidon Adventure (1979),Adventure,78856,31638
Dancemaker (1998),Documentary,175550,113286
Analyze This (1999),Comedy,122933,9535
"Corruptor, The (1999)",Action|Crime|Drama|Thriller,142192,9455
Cruel Intentions (1999),Drama,139134,796
"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,120735,100
"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance,157208,77936
"Deep End of the Ocean, The (1999)",Drama,120646,30943
"Rage: Carrie 2, The (1999)",Horror,144814,7341
Wing Commander (1999),Action|Sci-Fi,131646,10350
"Haunting, The (1963)",Horror|Thriller,57129,11772
Dead Ringers (1988),Drama|Horror|Thriller,94964,9540
My Boyfriend's Back (1993),Comedy,107626,31503
Village of the Damned (1960),Horror|Sci-Fi|Thriller,54443,11773
Children of the Damned (1963),Horror|Sci-Fi|Thriller,56931,30202
Baby Geniuses (1999),Comedy,118665,22345
I Stand Alone (Seul contre tous) (1998),Drama|Thriller,157016,1567
Forces of Nature (1999),Comedy|Romance,141098,1641
"King and I, The (1999)",Animation|Children,160429,47288
Ravenous (1999),Horror|Thriller,129332,10212
True Crime (1999),Crime|Thriller,139668,10354
Dangerous Beauty (1998),Drama,118892,8583
"King and I, The (1956)",Drama|Musical|Romance,49408,16520
Doug's 1st Movie (1999),Animation|Children,187819,16508
EDtv (1999),Comedy,131369,11374
"Mod Squad, The (1999)",Action|Crime,120757,16379
"Walk on the Moon, A (1999)",Drama|Romance,120613,28029
"Matrix, The (1999)",Action|Sci-Fi|Thriller,133093,603
10 Things I Hate About You (1999),Comedy|Romance,147800,4951
Tango (1998),Drama|Musical,120274,65749
"Out-of-Towners, The (1999)",Comedy,129280,8970
"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama,120449,9840
Metroland (1997),Comedy|Drama,119665,30950
Following (1998),Crime|Mystery|Thriller,154506,11660
Go (1999),Comedy|Crime,139239,9430
Never Been Kissed (1999),Comedy|Romance,151738,11355
Twin Dragons (Shuang long hui) (1992),Action|Comedy,105399,18764
Cookie's Fortune (1999),Comedy|Drama,126250,9465
"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance,133363,1414
Goodbye Lover (1999),Comedy|Crime|Thriller,119219,49981
Life (1999),Comedy|Crime|Drama,123964,6522
Friends & Lovers (1999),Comedy|Drama|Romance,143261,114719
Hideous Kinky (1998),Drama,136244,10209
"Monster, The (Mostro, Il) (1994)",Comedy,110570,22826
Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller,125659,1902
SLC Punk! (1998),Comedy|Drama,133189,6396
Lost & Found (1999),Comedy|Romance,120836,39964
Pushing Tin (1999),Comedy,120797,12596
Election (1999),Comedy,126886,9451
eXistenZ (1999),Action|Sci-Fi|Thriller,120907,1946
Entrapment (1999),Crime|Thriller,137494,1844
Idle Hands (1999),Comedy|Horror,138510,6552
Get Real (1998),Drama|Romance,162973,24584
"King of Masks, The (Bian Lian) (1996)",Drama,115669,25471
"Winslow Boy, The (1999)",Drama,155388,28519
Mildred Pierce (1945),Drama|Film-Noir,37913,3309
Night of the Comet (1984),Comedy|Horror|Sci-Fi,87799,18462
Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi,90837,28941
My Science Project (1985),Adventure|Sci-Fi,89652,18252
Dick Tracy (1990),Action|Crime,99422,8592
"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,120616,564
"Castle, The (1997)",Comedy,118826,13852
This Is My Father (1998),Drama|Romance,120865,25232
William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy,140379,10210
Trippin' (1999),Comedy,160298,53862
After Life (Wandafuru raifu) (1998),Drama|Fantasy,165078,17962
Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller,115693,9460
Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,120915,1893
"Love Letter, The (1999)",Comedy|Romance,166252,31342
Besieged (a.k.a. L' Assedio) (1998),Drama,149723,44297
"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery,59643,8785
"Mummy, The (1932)",Horror|Romance,23245,15849
"Mummy, The (1959)",Horror,53085,18990
Mommie Dearest (1981),Drama,82766,15660
Superman (1978),Action|Adventure|Sci-Fi,78346,1924
Superman II (1980),Action|Sci-Fi,81573,8536
Superman III (1983),Action|Adventure|Sci-Fi,86393,9531
Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,94074,11411
Dracula (1931),Horror,21814,138
Frankenstein (1931),Drama|Horror|Sci-Fi,21884,3035
Frankenstein Meets the Wolf Man (1943),Horror,35899,3076
"Curse of Frankenstein, The (1957)",Horror,50280,3079
"Wolf Man, The (1941)",Drama|Fantasy|Horror,34398,13666
Howling II: Your Sister Is a Werewolf (1985),Horror,89308,29794
Tarantula (1955),Horror|Sci-Fi,48696,9077
"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,73629,36685
It Came from Hollywood (1982),Comedy|Documentary,84156,30168
"Thing from Another World, The (1951)",Horror|Sci-Fi,44121,10785
It Came from Outer Space (1953),Sci-Fi,45920,19483
"War of the Worlds, The (1953)",Action|Drama|Sci-Fi,46534,8974
Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller,49366,11549
Earth vs. the Flying Saucers (1956),Sci-Fi,49169,18158
Swamp Thing (1982),Horror|Sci-Fi,84745,17918
Pork Chop Hill (1959),War,53183,37305
Run Silent Run Deep (1958),War,52151,18784
Notting Hill (1999),Comedy|Romance,125439,509
"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,139809,1090
"Loss of Sexual Innocence, The (1999)",Drama|Fantasy,126859,15059
Instinct (1999),Drama|Thriller,128278,12117
Buena Vista Social Club (1999),Documentary|Musical,186508,11779
Free Enterprise (1998),Comedy|Romance|Sci-Fi,141105,13533
Limbo (1999),Drama,164085,62676
Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,145660,817
"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery,120802,14283
Tarzan (1999),Adventure|Animation|Children|Drama,120855,37135
"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller,144214,2275
"Ideal Husband, An (1999)",Comedy|Romance,122541,24137
"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama,120731,10376
Run Lola Run (Lola rennt) (1998),Action|Crime,130827,104
Trekkies (1997),Documentary,120370,15800
Big Daddy (1999),Comedy,142342,9032
"Boys, The (1998)",Drama,139898,13821
"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy,119038,9421
My Son the Fanatic (1997),Comedy|Drama|Romance,119743,55955
Zone 39 (1997),Sci-Fi,120554,67067
Arachnophobia (1990),Comedy|Horror,99052,6488
"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,158983,9473
Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,120891,8487
Summer of Sam (1999),Drama,162677,10279
American Pie (1999),Comedy|Romance,163651,2105
Arlington Road (1999),Thriller,137363,1073
"Autumn Tale, An (Conte d'automne) (1998)",Romance,137439,10239
Muppets From Space (1999),Children|Comedy,158811,10208
"Blair Witch Project, The (1999)",Drama|Horror|Thriller,185937,2667
Eyes Wide Shut (1999),Drama|Mystery|Thriller,120663,345
Lake Placid (1999),Horror|Thriller,139414,9825
Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,87332,620
Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,97428,2978
Drop Dead Gorgeous (1999),Comedy,157503,10490
"Haunting, The (1999)",Horror|Thriller,171363,11618
Inspector Gadget (1999),Action|Adventure|Children|Comedy,141369,332
Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,149261,8914
Mystery Men (1999),Action|Comedy|Fantasy,132347,9824
Runaway Bride (1999),Comedy|Romance,163187,4806
Twin Falls Idaho (1999),Drama,162830,33430
"Killing, The (1956)",Crime|Film-Noir,49406,247
Killer's Kiss (1955),Crime|Film-Noir,48254,10056
Spartacus (1960),Action|Drama|Romance|War,54331,967
Lolita (1962),Drama|Romance,56193,802
Barry Lyndon (1975),Drama|Romance|War,72684,3175
"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama,53198,147
Jules and Jim (Jules et Jim) (1961),Drama|Romance,55032,1628
Vibes (1988),Adventure|Comedy|Romance,96378,21185
"Mosquito Coast, The (1986)",Adventure|Drama|Thriller,91557,11120
"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery,91129,10136
Brighton Beach Memoirs (1986),Comedy,90774,32060
Assassination (1987),Action|Drama|Thriller,92585,48686
Crimes of the Heart (1986),Comedy|Drama,90886,48259
"Color Purple, The (1985)",Drama,88939,873
"Kindred, The (1986)",Horror|Sci-Fi,91343,48660
No Mercy (1986),Action|Crime|Thriller,91637,26789
Ménage (Tenue de soirée) (1986),Comedy|Drama,92068,3934
Native Son (1986),Drama,91613,108312
Otello (1986),Drama,91699,198469
"Mission, The (1986)",Drama,91530,11416
Little Shop of Horrors (1986),Comedy|Horror|Musical,91419,10776
"Little Shop of Horrors, The (1960)",Comedy|Horror,54033,24452
Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy,92534,9710
"Morning After, The (1986)",Drama|Mystery,91554,31924
Radio Days (1987),Comedy|Drama,93818,30890
From the Hip (1987),Comedy|Drama,93051,24081
Outrageous Fortune (1987),Comedy|Mystery,93690,20242
Deadtime Stories (1987),Horror,92850,66194
Frances (1982),Drama,83967,3526
Dick (1999),Comedy,144168,16406
"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,129167,10386
"Sixth Sense, The (1999)",Drama|Horror|Mystery,167404,745
"Thomas Crown Affair, The (1999)",Action|Mystery,155267,913
"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller,63688,912
"Acid House, The (1998)",Comedy|Drama,122515,12229
"Adventures of Sebastian Cole, The (1998)",Comedy|Drama,168449,67323
"Yards, The (2000)",Crime|Drama,138946,19457
Bowfinger (1999),Comedy,131325,11353
Brokedown Palace (1999),Drama,120620,17707
Detroit Rock City (1999),Comedy,165710,9781
Better Than Chocolate (1999),Comedy|Romance,168987,18212
Head On (1998),Drama,138487,13817
Heaven Can Wait (1978),Comedy,77663,12185
Pit and the Pendulum (1961),Horror,55304,28501
"Masque of the Red Death, The (1964)",Horror,58333,25319
Haunted Honeymoon (1986),Comedy,91178,24103
Cat's Eye (1985),Horror,88889,10552
Monty Python's And Now for Something Completely Different (1971),Comedy,66765,9267
Damien: Omen II (1978),Horror,77394,10766
"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror|Thriller,82377,10768
Airplane! (1980),Comedy,80339,813
Airplane II: The Sequel (1982),Comedy,83530,2665
"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller,118604,9406
European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance,89670,11418
National Lampoon's Vacation (1983),Comedy,85995,11153
Funny Farm (1988),Comedy,95188,14170
Big (1988),Comedy|Drama|Fantasy|Romance,94737,2280
Problem Child (1990),Children|Comedy,100419,11077
Problem Child 2 (1991),Comedy,102719,28597
Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy,104740,22611
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance,119843,39780
Tequila Sunrise (1988),Action|Drama|Romance|Thriller,96244,10396
"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller,107798,9944
"Christmas Story, A (1983)",Children|Comedy,85334,850
Mickey Blue Eyes (1999),Comedy|Romance,130121,10154
Teaching Mrs. Tingle (1999),Comedy|Thriller,133046,10342
Universal Soldier: The Return (1999),Action|Sci-Fi,176269,10366
Universal Soldier (1992),Action|Sci-Fi,105698,9349
Perfect Blue (1997),Animation|Horror|Mystery|Thriller,156887,10494
In Too Deep (1999),Action|Thriller,160401,22314
"Source, The (1999)",Documentary,181833,51679
Iron Eagle (1986),Action|War,91278,11037
Iron Eagle II (1988),Action|War,95382,11955
Aces: Iron Eagle III (1992),Action,103617,2038
Iron Eagle IV (1995),Action|War,113438,28737
Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller,73802,11963
Hamlet (1964),Drama,58175,141489
Medicine Man (1992),Adventure|Romance,104839,9096
On the Ropes (1999),Documentary|Drama,181733,113273
"13th Warrior, The (1999)",Action|Adventure|Fantasy,120657,1911
"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller,138304,2900
Dudley Do-Right (1999),Children|Comedy,160236,17709
"Muse, The (1999)",Comedy,164108,37718
Chill Factor (1999),Action|Adventure|Comedy|Thriller,163579,2162
Outside Providence (1999),Comedy,125971,14578
Bedrooms & Hallways (1998),Comedy|Romance,126810,40694
West Beirut (West Beyrouth) (1998),Drama,157183,49184
Stigmata (1999),Drama|Thriller,145531,10307
Stir of Echoes (1999),Horror|Mystery|Thriller,164181,11601
"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,118843,1075
"Minus Man, The (1999)",Drama|Mystery,151582,21719
"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama,97050,47951
Only Angels Have Wings (1939),Adventure|Drama|Romance,31762,43832
"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama,45251,47697
Saturn 3 (1980),Adventure|Sci-Fi|Thriller,81454,
"Soldier's Story, A (1984)",Drama,88146,26522
I Saw What You Did (1965),Thriller,59297,28295
Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical,63823,12105
American Beauty (1999),Drama|Romance,169547,14
Stop Making Sense (1984),Documentary|Musical,88178,24128
Blue Streak (1999),Comedy,181316,11001
For Love of the Game (1999),Comedy|Drama,126916,10390
Caligula (1979),Drama,80491,9453
"Hard Day's Night, A (1964)",Adventure|Comedy|Musical,58182,704
Sugar Town (1999),Comedy,173390,142132
"Buddy Holly Story, The (1978)",Drama,77280,24153
Fright Night (1985),Comedy|Horror|Thriller,89175,11797
Fright Night Part II (1988),Horror,97390,18086
Barefoot in the Park (1967),Comedy,61385,17887
Deliverance (1972),Adventure|Drama|Thriller,68473,10669
Excalibur (1981),Adventure|Fantasy,82348,11527
"Pajama Game, The (1957)",Comedy|Musical|Romance,50814,40867
Sommersby (1993),Drama|Mystery|Romance,108185,1049
Thumbelina (1994),Animation|Children|Fantasy,111419,28032
Tommy (1975),Musical,73812,11326
Hell Night (1981),Horror,82511,28377
Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy,99558,10975
Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy,91431,10974
Double Jeopardy (1999),Action|Crime|Drama|Thriller,150377,10398
Jakob the Liar (1999),Drama,120716,2290
Mumford (1999),Comedy|Drama,140397,24071
Dog Park (1998),Comedy|Romance,129884,62994
Guinevere (1999),Drama|Romance,160338,60994
"Adventures of Elmo in Grouchland, The (1999)",Children|Comedy,159421,16112
Simon Sez (1999),Action|Comedy,168172,32305
Drive Me Crazy (1999),Comedy|Romance,164114,14429
"Mystery, Alaska (1999)",Comedy|Drama,134618,15198
Three Kings (1999),Action|Adventure|Comedy|Drama|War,120188,6415
"Happy, Texas (1999)",Comedy,162360,24066
New Rose Hotel (1998),Action|Drama,133122,21430
Plunkett & MaCleane (1999),Action|Adventure|Drama,134033,10381
Romance (1999),Drama|Romance,194314,171982
Alvarez Kelly (1966),Western,60095,60285
And the Ship Sails On (E la nave va) (1983),Comedy|War,87188,5622
"Dark Half, The (1993)",Horror|Mystery,106664,10349
Gulliver's Travels (1939),Adventure|Animation|Children,31397,42518
Monkey Shines (1988),Horror|Sci-Fi,95652,29787
Phantasm (1979),Horror|Sci-Fi,79714,9638
Psycho II (1983),Horror|Mystery|Thriller,86154,10576
Psycho III (1986),Horror|Thriller,91799,12662
Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama,56443,11712
Random Hearts (1999),Drama|Romance,156934,12618
Superstar (1999),Comedy,167427,13824
Boys Don't Cry (1999),Drama,171804,226
"Limey, The (1999)",Crime|Drama|Thriller,165854,10388
Risky Business (1983),Comedy,86200,9346
Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,100802,861
Body Heat (1981),Crime|Thriller,82089,14412
Ferris Bueller's Day Off (1986),Comedy,91042,9377
"Year of Living Dangerously, The (1982)",Drama|Romance|War,86617,11541
High Plains Drifter (1973),Western,68699,11901
Hang 'Em High (1968),Crime|Drama|Western,61747,4929
Drunken Master (Jui kuen) (1978),Action|Comedy,80179,11230
"Conformist, The (Conformista, Il) (1970)",Drama,65571,8416
Hairspray (1988),Comedy|Drama,95270,11054
Brief Encounter (1946),Drama|Romance,37558,851
"Razor's Edge, The (1984)",Drama,87980,24453
Reds (1981),Drama|Romance,82979,18254
Return with Honor (1998),Documentary,176093,56235
Time of the Gypsies (Dom za vesanje) (1989),Comedy|Crime|Drama|Fantasy,97223,20123
Days of Heaven (1978),Drama,77405,16642
"Lady Eve, The (1941)",Comedy|Romance,33804,3086
Sullivan's Travels (1941),Adventure|Comedy|Romance,34240,16305
"Palm Beach Story, The (1942)",Comedy,35169,32255
Niagara (1953),Drama|Thriller,46126,19997
Gilda (1946),Drama|Film-Noir|Mystery|Romance,38559,3767
South Pacific (1958),Musical|Romance|War,52225,17352
Flashdance (1983),Drama|Romance,85549,535
Indochine (1992),Drama|Romance,104507,2731
"Dirty Dozen, The (1967)",Action|Drama|War,61578,1654
Help! (1965),Comedy|Musical,59260,14831
Goldfinger (1964),Action|Adventure|Thriller,58150,658
From Russia with Love (1963),Action|Adventure|Thriller,57076,657
Dr. No (1962),Action|Adventure|Thriller,55928,646
"Blue Lagoon, The (1980)",Adventure|Drama|Romance,80453,5689
"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,58461,391
Sydney (Hard Eight) (1996),Crime|Drama|Thriller,119256,8052
Home Alone 2: Lost in New York (1992),Children|Comedy,104431,772
Someone to Watch Over Me (1987),Action|Crime|Thriller,94008,31650
Fight Club (1999),Action|Crime|Drama|Thriller,137523,550
"Story of Us, The (1999)",Comedy|Drama,160916,12220
Fever Pitch (1997),Comedy|Romance,119114,1610
Julien Donkey-Boy (1999),Drama,192194,42881
"Omega Code, The (1999)",Action,203408,29064
"Straight Story, The (1999)",Adventure|Drama,166896,404
"Bad Seed, The (1956)",Drama|Thriller,48977,42196
Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,81633,36819
"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance,61138,42726
Fitzcarraldo (1982),Adventure|Drama,83946,9343
All That Jazz (1979),Drama|Fantasy|Musical,78754,16858
Red Sorghum (Hong gao liang) (1987),Drama|War,93206,42006
Crimes and Misdemeanors (1989),Comedy|Crime|Drama,97123,11562
Bats (1999),Horror|Thriller,200469,10496
"Best Man, The (1999)",Comedy|Drama,168501,16162
Bringing Out the Dead (1999),Drama,163988,8649
Crazy in Alabama (1999),Comedy|Drama,142201,31306
Three to Tango (1999),Comedy|Romance,144640,10563
Body Shots (1999),Drama,172627,14484
"Guardian, The (1990)",Horror|Thriller,99710,32043
"Ipcress File, The (1965)",Thriller,59319,15247
On Any Sunday (1971),Documentary,67527,29251
RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,93870,5548
RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller,100502,5549
Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,96438,856
Melvin and Howard (1980),Drama,81150,38772
For Your Eyes Only (1981),Action|Adventure|Thriller,82398,699
Licence to Kill (1989),Action|Adventure|Thriller,97742,709
Live and Let Die (1973),Action|Adventure|Thriller,70328,253
Rawhead Rex (1986),Horror|Thriller,91829,13511
Thunderball (1965),Action|Adventure|Thriller,59800,660
House on Haunted Hill (1999),Horror|Thriller,185371,11377
Music of the Heart (1999),Drama,166943,26149
Being John Malkovich (1999),Comedy|Drama|Fantasy,120601,492
Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,119698,128
My Best Fiend (Mein liebster Feind) (1999),Documentary,200849,8672
Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War,170705,8056
"Bachelor, The (1999)",Comedy|Romance,120596,2020
"Bone Collector, The (1999)",Thriller,145681,9481
"Insider, The (1999)",Drama|Thriller,140352,9008
American Movie (1999),Documentary,181288,14242
Last Night (1998),Drama|Sci-Fi,156729,16129
Rosetta (1999),Drama,200071,11489
"They Shoot Horses, Don't They? (1969)",Drama,65088,28145
Bride of Re-Animator (1990),Comedy|Horror,99180,18111
Bustin' Loose (1981),Comedy,82121,31361
Coma (1978),Thriller,77355,11223
Creepshow (1982),Horror,83767,16281
Creepshow 2 (1987),Horror,92796,16288
Re-Animator (1985),Comedy|Horror|Sci-Fi,89885,1694
Drugstore Cowboy (1989),Crime|Drama,97240,476
Falling Down (1993),Action|Drama,106856,37094
"Funhouse, The (1981)",Horror,82427,13555
"General, The (1926)",Comedy|War,17925,961
Piranha (1978),Horror|Sci-Fi,78087,24831
"Taming of the Shrew, The (1967)",Comedy,61407,25560
Nighthawks (1981),Action|Drama,82817,21610
Yojimbo (1961),Action|Adventure,55630,11878
Repossessed (1990),Comedy,100475,11510
"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller,67525,11234
Spaceballs (1987),Comedy|Sci-Fi,94012,957
Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,70608,11886
Mister Roberts (1955),Comedy|Drama|War,48380,37853
"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama,82484,62204
Little Big Man (1970),Western,65988,11040
"Face in the Crowd, A (1957)",Drama,50371,21849
Trading Places (1983),Comedy,86465,1621
Meatballs (1979),Comedy,79540,14035
Meatballs Part II (1984),Comedy,87700,40771
Meatballs III (1987),Comedy,93516,40772
Meatballs 4 (1992),Comedy,104837,40773
Dead Again (1991),Mystery|Romance|Thriller,101669,11498
Peter's Friends (1992),Comedy|Drama,105130,11790
"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance,113416,29371
Under the Rainbow (1981),Comedy,83254,47941
Anywhere But Here (1999),Comedy|Drama,149691,21349
Dogma (1999),Adventure|Comedy|Fantasy,120655,1832
"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,151137,10047
Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,190641,10228
Felicia's Journey (1999),Thriller,165773,47692
Oxygen (1999),Crime|Drama|Thriller,160620,18561
Where's Marlowe? (1998),Comedy,118150,144953
"Commitments, The (1991)",Comedy|Drama|Musical,101605,11663
Holiday Inn (1942),Comedy|Musical,34862,13485
"Longest Day, The (1962)",Action|Drama|War,56197,9289
Poison Ivy (1992),Drama|Thriller,105156,9264
Poison Ivy: New Seduction (1997),Drama|Thriller,119908,18222
Tora! Tora! Tora! (1970),Action|Drama|War,66473,11165
Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama,95675,4203
"Verdict, The (1982)",Drama|Mystery,84855,24226
"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,86856,11379
Stand and Deliver (1988),Comedy|Drama,94027,29154
Moonstruck (1987),Comedy|Romance,93565,2039
"Sandpiper, The (1965)",Drama|Romance,59674,77915
Jeremiah Johnson (1972),Western,68762,11943
Repulsion (1965),Drama|Horror,59646,11481
Irma la Douce (1963),Comedy,57187,2690
42 Up (1998),Documentary,164312,20565
Liberty Heights (1999),Drama,165859,27141
Mansfield Park (1999),Comedy|Drama|Romance,178737,10399
Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,162661,2668
"World Is Not Enough, The (1999)",Action|Adventure|Thriller,143145,36643
All About My Mother (Todo sobre mi madre) (1999),Drama,185125,99
Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,24852,25898
Scrooged (1988),Comedy|Fantasy|Romance,96061,9647
Harvey (1950),Comedy|Fantasy,42546,11787
Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,40522,5156
Matewan (1987),Drama,93509,24276
Kagemusha (1980),Drama|War,80979,11953
McCabe & Mrs. Miller (1971),Drama|Western,67411,29005
Maurice (1987),Drama|Romance,93512,26371
"Grapes of Wrath, The (1940)",Drama,32551,596
My Man Godfrey (1957),Comedy,50738,52470
"Shop Around the Corner, The (1940)",Comedy|Drama|Romance,33045,20334
"Natural, The (1984)",Drama,87781,11393
Shampoo (1975),Comedy|Drama|Romance,73692,31121
"River Runs Through It, A (1992)",Drama,105265,293
Fatal Attraction (1987),Drama|Thriller,93010,10998
Jagged Edge (1985),Crime|Romance|Thriller,89360,12235
Stanley & Iris (1990),Drama|Romance,100680,36094
Midnight Run (1988),Action|Comedy|Crime|Thriller,95631,9013
Awakenings (1990),Drama|Mystery,99077,11005
Come See the Paradise (1990),Drama|Romance,99291,59820
Backdraft (1991),Action|Drama,101393,2924
"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,101889,177
"River, The (1984)",Drama,88007,38557
Places in the Heart (1984),Drama,87921,13681
'night Mother (1986),Drama,90556,34760
End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,146675,9946
Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,120363,863
Flawless (1999),Drama,155711,31582
Ride with the Devil (1999),Drama|Romance|War,134154,22267
"Distinguished Gentleman, The (1992)",Comedy,104114,10411
"End of the Affair, The (1999)",Drama,172396,20024
Holy Smoke (1999),Comedy|Drama,144715,13787
Sweet and Lowdown (1999),Comedy|Drama,158371,9684
Bonfire of the Vanities (1990),Comedy|Crime|Drama,99165,9586
Daddy Long Legs (1919),Comedy|Drama,10040,70801
Grand Illusion (La grande illusion) (1937),Drama|War,28950,777
"Great Santini, The (1979)",Drama,79239,21887
Stealing Home (1988),Drama,96171,32331
"Two Jakes, The (1990)",Drama,100828,32669
U2: Rattle and Hum (1988),Documentary|Musical,96328,18161
Hell in the Pacific (1968),Drama|War,63056,31681
Cradle Will Rock (1999),Drama,150216,32274
Deuce Bigalow: Male Gigolo (1999),Comedy,205000,10402
"Green Mile, The (1999)",Crime|Drama,120689,497
"Cider House Rules, The (1999)",Drama,124315,1715
"War Zone, The (1999)",Drama|Thriller,141974,42739
"Last Picture Show, The (1971)",Drama,67328,25188
"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,51337,15515
Anna and the King (1999),Drama|Romance,166485,1439
Bicentennial Man (1999),Drama|Romance|Sci-Fi,182789,2277
Stuart Little (1999),Children|Comedy|Fantasy,164912,10137
"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama,162866,10387
Fantasia 2000 (1999),Animation|Children|Musical|IMAX,120910,49948
Magnolia (1999),Drama,175880,334
Onegin (1999),Drama|Romance,119079,30237
Simpatico (1999),Comedy|Drama,174204,50116
Topsy-Turvy (1999),Comedy|Drama|Musical,151568,46435
Boiling Point (1993),Action|Drama,106455,22213
Carnal Knowledge (1971),Comedy|Drama,66892,36492
Easy Rider (1969),Adventure|Drama,64276,624
